stX1PAREDU,stX1SES,stINCOMEPERHHMEM,stS1HRACTIVITY,Cluster
1.294337303,1.188662812,2.777998677,2
-0.161471782,-0.231235156,-0.766904825,0
2.022241846,0.975564337,1.032815414,2
0.56643276,0.443882541,1.523648207,2
0.56643276,0.150037142,1.441842741,2
-0.161471782,0.821264305,-0.330609009,1
-0.889376325,-0.275352339,0.869204484,0
2.022241846,1.151959665,1.46911123,2
-0.889376325,-0.187485004,0.160223783,1
-0.161471782,0.073400969,-0.194266567,0
1.294337303,0.925427838,-0.330609009,1
2.022241846,1.875158485,1.818147882,2
2.022241846,1.924487515,2.587119257,2
-0.889376325,-0.6083967,-0.439682963,0
0.56643276,0.772375712,3.214294492,2
-0.161471782,0.090651449,-0.521488429,1
2.022241846,1.067175394,-0.406960777,2
-0.161471782,-0.161278956,-0.84871029,0
-0.889376325,0.35117039,2.777998677,2
1.294337303,1.095290005,2.587119257,2
1.294337303,0.143210356,-0.406960777,2
2.022241846,0.858187671,-0.194266567,2
0.56643276,0.105406114,-0.145183288,1
-1.617280868,-0.568757301,-0.276072032,0
1.294337303,1.200774851,0.787399018,2
-0.889376325,-0.400730291,-0.521488429,0
-0.889376325,-5.832208885,0.21476076,0
-0.161471782,0.149890329,-0.463055953,0
-0.161471782,0.424796905,0.132955295,1
0.56643276,0.809005454,0.787399018,2
0.56643276,0.536007442,-0.276072032,1
-0.889376325,-0.476926026,-0.439682963,0
2.022241846,1.0159378,2.587119257,2
-0.161471782,-0.160765112,-0.668738266,1
1.294337303,0.331864535,0.460177156,2
-0.889376325,-0.768055392,-0.930515756,0
0.56643276,0.762759488,1.032815414,2
-0.889376325,-0.151002075,-0.521488429,1
1.294337303,1.077672494,0.787399018,2
-0.889376325,-0.539688408,-1.012321221,0
0.56643276,0.444836823,0.460177156,1
-1.617280868,0.036037165,2.832535654,2
-0.889376325,-0.475164275,-1.053223954,0
-0.889376325,-0.04133307,-0.406960777,1
-0.889376325,-0.354704544,-0.521488429,0
-0.889376325,-0.230868124,-0.330609009,0
-1.617280868,-1.246223999,-1.117499677,0
2.022241846,1.257884949,1.818147882,2
2.022241846,1.524423207,3.868738215,2
-0.889376325,-0.032964752,-0.985052733,0
-0.889376325,-0.166197178,-0.463055953,0
0.56643276,-0.129273812,-0.521488429,0
-0.889376325,-0.385682001,-0.766904825,0
2.022241846,1.624843018,3.868738215,2
-0.889376325,0.103791176,1.523648207,2
0.56643276,0.189162697,-0.521488429,0
-0.161471782,0.105185895,-0.668738266,0
-0.161471782,-0.677765649,-0.766904825,0
1.294337303,0.762612675,0.869204484,2
0.56643276,0.016657903,-1.012321221,1
-1.617280868,-0.519575083,-0.276072032,1
0.56643276,-0.070768994,-0.194266567,0
2.022241846,1.329823118,-0.145183288,2
1.294337303,0.12985041,-0.548756917,2
-0.889376325,-0.212369738,0.132955295,0
0.56643276,0.726570184,2.587119257,2
1.294337303,1.093821879,2.587119257,2
-0.161471782,-0.052637639,3.868738215,2
1.294337303,0.723854151,0.787399018,2
-1.617280868,-5.832208885,-0.276072032,0
1.294337303,0.810914017,-0.348788002,2
-0.889376325,-0.31990996,-0.930515756,0
1.294337303,0.993402067,0.787399018,2
-0.889376325,-0.255092202,-0.548756917,0
0.56643276,0.104598645,-0.145183288,1
-0.889376325,-0.448517789,-0.837023795,0
1.294337303,1.111365984,1.11462088,1
-0.889376325,-0.580355496,-0.985052733,0
-1.617280868,-0.55055254,-0.668738266,0
-0.889376325,-0.007345955,0.105686806,0
-0.889376325,-0.306770233,-0.439682963,1
0.56643276,0.245979169,-0.406960777,0
-0.889376325,0.198118265,-0.276072032,0
-0.889376325,-0.757044448,-0.439682963,0
-0.889376325,-0.541376753,-0.276072032,0
-0.889376325,-0.513849392,-0.985052733,0
-0.889376325,-5.832208885,0.160223783,0
1.294337303,0.312558679,1.441842741,2
-0.889376325,-0.274838495,0.160223783,0
0.56643276,0.226232876,-0.712367848,0
-0.161471782,0.246346201,0.596519599,0
-0.889376325,-0.528677464,-0.439682963,0
1.294337303,0.450782733,1.032815414,2
0.56643276,0.275341688,-0.766904825,0
-0.889376325,-0.786186747,-1.148663663,0
-0.889376325,0.198632109,0.869204484,0
-0.161471782,-0.306623421,-0.930515756,0
1.294337303,-0.079797969,-1.094126686,0
-0.889376325,-0.448958227,-0.84871029,0
-0.889376325,-0.424587337,0.21476076,0
0.56643276,0.79659979,-0.145183288,2
-0.161471782,0.089917386,-0.521488429,1
0.56643276,0.119500123,-0.712367848,1
-0.889376325,-0.161645988,0.132955295,1
-0.889376325,0.114435088,0.787399018,0
1.294337303,0.43419291,-0.930515756,2
0.56643276,0.855912076,-0.330609009,2
-0.889376325,0.228581878,-0.766904825,0
-0.889376325,-0.640255032,-0.985052733,0
2.022241846,1.435307964,0.541982622,2
1.294337303,0.762172237,0.596519599,1
-0.889376325,0.076190409,0.787399018,1
-0.161471782,0.116050027,0.105686806,0
-0.889376325,-0.6083967,-0.439682963,0
-1.617280868,-0.650898945,-0.668738266,1
-0.161471782,0.003224551,-0.330609009,0
2.022241846,1.363369795,0.978278437,2
0.56643276,0.829632623,-0.145183288,2
0.56643276,0.595246322,-0.089088111,2
0.56643276,0.151578674,-0.330609009,1
0.56643276,0.330396409,-0.521488429,0
0.56643276,0.635619784,0.869204484,2
-0.889376325,-0.927493865,-1.012321221,0
2.022241846,1.712123103,1.818147882,2
-0.889376325,0.062390025,-0.668738266,0
1.294337303,0.343682948,0.64014918,2
0.56643276,0.717320991,1.905407045,2
0.56643276,1.046181193,1.11462088,2
0.56643276,0.178151753,0.460177156,1
-0.889376325,0.074208439,-0.548756917,0
0.56643276,0.560378332,-0.112461101,1
