X1SES,stX1HHNUMBER,stX1PAREDU,Cluster
0.6753,-1.000080533,0.56643276,0
0.8213,0.449893458,0.56643276,0
-0.163,2.624854445,0.56643276,0
0.0456,-0.275093538,-0.161471782,2
-0.5277,-0.275093538,-0.889376325,2
-1.1388,-1.000080533,-1.617280868,2
1.8254,-0.275093538,2.022241846,0
-0.9512,1.899867449,-0.889376325,2
-0.6305,2.624854445,-0.889376325,2
1.0729,0.449893458,0.56643276,0
-0.5521,0.449893458,-0.161471782,2
0.1072,0.449893458,-0.889376325,2
-1.0772,-1.725067529,-1.617280868,2
-0.6363,0.449893458,-0.889376325,2
0.4763,-0.275093538,1.294337303,0
-0.0506,0.449893458,-0.889376325,2
0.8241,0.449893458,-0.161471782,0
0.5351,-0.275093538,0.56643276,0
-0.8816,4.074828436,-1.617280868,2
-0.9103,-0.275093538,-1.617280868,2
-8.0,-0.275093538,0.56643276,1
0.5289,-0.275093538,0.56643276,0
-0.3091,-1.000080533,-0.889376325,2
-0.2629,-0.275093538,-0.889376325,2
-0.8546,0.449893458,-0.161471782,2
-0.3865,0.449893458,-0.889376325,2
0.8737,-1.725067529,1.294337303,0
0.3579,0.449893458,0.56643276,0
-0.9512,-0.275093538,-1.617280868,2
0.625,-0.275093538,0.56643276,0
-0.347,-1.000080533,0.56643276,0
-0.2052,1.174880454,1.294337303,0
-0.8103,-0.275093538,-0.889376325,2
0.6925,-1.000080533,1.294337303,0
0.5764,-0.275093538,0.56643276,0
0.2905,0.449893458,0.56643276,0
-1.3184,-0.275093538,-0.889376325,2
-0.432,-1.000080533,-0.889376325,2
-0.4864,0.449893458,-0.889376325,2
-1.3321,1.174880454,-1.617280868,2
0.8713,-0.275093538,0.56643276,0
0.8677,-0.275093538,0.56643276,0
-0.0389,1.174880454,-0.161471782,2
-0.7,1.899867449,-0.889376325,2
0.6261,-1.725067529,0.56643276,0
0.7453,-0.275093538,0.56643276,0
-1.0856,1.899867449,-1.617280868,2
1.1655,-0.275093538,0.56643276,0
-0.7751,1.174880454,-0.889376325,2
1.3381,0.449893458,0.56643276,0
-1.0868,-1.725067529,-0.161471782,2
1.8182,0.449893458,2.022241846,0
-0.0655,0.449893458,-0.889376325,2
-0.3953,-0.275093538,-0.889376325,2
-0.3372,-0.275093538,-0.889376325,2
-0.3551,0.449893458,-0.161471782,2
0.4466,-1.000080533,-0.161471782,2
-1.2803,0.449893458,-0.889376325,2
-1.0657,3.34984144,-0.889376325,2
-1.245,1.899867449,-0.889376325,2
1.2556,-1.000080533,1.294337303,0
-0.3711,-0.275093538,-0.889376325,2
1.8929,-1.000080533,2.022241846,0
1.141,-0.275093538,0.56643276,0
0.6195,-1.725067529,0.56643276,0
-0.3886,-0.275093538,-0.889376325,2
-8.0,0.449893458,0.56643276,1
0.7111,0.449893458,0.56643276,0
-0.6754,0.449893458,0.56643276,2
0.7721,0.449893458,1.294337303,0
0.3048,1.174880454,0.56643276,0
0.2344,-1.725067529,-0.161471782,2
1.93,-1.000080533,2.022241846,0
-0.4635,-0.275093538,-0.889376325,2
-1.1012,1.174880454,-0.889376325,2
-1.212,4.074828436,-1.617280868,2
0.2899,-0.275093538,0.56643276,0
-0.2605,-1.000080533,-0.889376325,2
0.6593,0.449893458,0.56643276,0
-0.4024,1.174880454,-0.889376325,2
-0.6714,-0.275093538,-0.889376325,2
0.2124,0.449893458,0.56643276,0
-0.7751,-1.725067529,-0.889376325,2
-1.371,-1.000080533,-1.617280868,2
1.1202,1.174880454,0.56643276,0
0.0301,-1.000080533,0.56643276,0
-0.3554,-1.725067529,-0.889376325,2
0.1997,-0.275093538,-0.889376325,2
-0.874,-1.725067529,-0.889376325,2
-0.5392,0.449893458,-0.889376325,2
1.151,-0.275093538,1.294337303,0
-0.3254,-1.000080533,-0.889376325,2
0.1033,-0.275093538,-0.161471782,2
-0.8408,0.449893458,-0.889376325,2
1.6587,0.449893458,2.022241846,0
0.8303,0.449893458,0.56643276,0
0.1301,-1.000080533,0.56643276,0
1.4928,-0.275093538,2.022241846,0
-0.4654,-1.000080533,-0.889376325,2
0.4615,0.449893458,1.294337303,0
0.5518,-1.000080533,1.294337303,0
1.3387,1.899867449,1.294337303,0
-1.4113,1.899867449,-1.617280868,2
-0.3453,0.449893458,-0.161471782,2
-0.0922,-0.275093538,-0.161471782,2
1.9265,-0.275093538,2.022241846,0
-0.1629,-0.275093538,-0.889376325,2
0.3676,-0.275093538,1.294337303,0
-0.9707,0.449893458,-1.617280868,2
-1.2395,2.624854445,-1.617280868,2
0.6261,-1.725067529,0.56643276,0
1.3081,-0.275093538,1.294337303,0
0.3982,0.449893458,0.56643276,0
0.297,-1.000080533,0.56643276,0
-0.1036,0.449893458,0.56643276,0
-0.4003,-1.000080533,-0.889376325,2
0.3105,0.449893458,-0.161471782,2
-0.2903,1.899867449,-0.161471782,2
-0.0103,-1.000080533,-0.889376325,2
-0.3865,0.449893458,-0.889376325,2
1.2851,-1.725067529,2.022241846,0
-1.7526,-0.275093538,-1.617280868,2
0.2669,-0.275093538,0.56643276,0
-0.0972,-0.275093538,-0.889376325,2
1.5475,-0.275093538,1.294337303,0
1.8401,-0.275093538,2.022241846,0
-0.0597,-0.275093538,-0.161471782,2
-8.0,-1.000080533,0.56643276,1
0.5871,-0.275093538,1.294337303,0
-0.7757,0.449893458,-0.889376325,2
0.4466,-0.275093538,-0.161471782,2
-0.8602,1.899867449,-0.889376325,2
1.0497,-1.000080533,0.56643276,0
-8.0,1.174880454,2.022241846,1
-0.4992,-0.275093538,-0.889376325,2
0.3907,-0.275093538,-0.161471782,2
-0.6363,-0.275093538,-0.889376325,2
1.5748,-0.275093538,2.022241846,0
1.7692,-1.725067529,2.022241846,0
-0.428,-0.275093538,-0.889376325,2
-0.3439,0.449893458,-0.889376325,2
0.0839,-0.275093538,0.56643276,0
-0.8455,-1.000080533,-0.889376325,2
0.3071,0.449893458,0.56643276,0
0.2104,-0.275093538,1.294337303,0
1.1236,0.449893458,0.56643276,0
1.5912,0.449893458,1.294337303,0
-0.1377,-0.275093538,0.56643276,0
-0.0506,-0.275093538,-0.889376325,2
-0.8552,-1.000080533,0.56643276,2
-0.3573,1.174880454,0.56643276,0
2.3562,-1.000080533,2.022241846,0
-0.9534,0.449893458,-1.617280868,2
0.1679,0.449893458,0.56643276,0
-0.0096,-0.275093538,0.56643276,0
1.1487,-1.725067529,1.294337303,0
-8.0,-0.275093538,0.56643276,1
-0.0251,-0.275093538,0.56643276,0
-0.0655,-0.275093538,-0.889376325,2
0.4639,-0.275093538,0.56643276,0
-0.9798,0.449893458,-1.617280868,2
-0.5144,4.799815432,-0.889376325,2
-0.5512,-0.275093538,-0.889376325,2
1.081,-0.275093538,1.294337303,0
-1.2893,-1.725067529,-0.161471782,2
-0.2041,-1.000080533,0.56643276,0
1.7718,-0.275093538,1.294337303,0
-0.2737,1.174880454,-0.889376325,2
0.4777,0.449893458,0.56643276,0
-0.2019,-0.275093538,-0.161471782,2
1.1041,-0.275093538,0.56643276,0
0.411,4.799815432,2.022241846,0
0.7921,0.449893458,0.56643276,0
-0.3362,1.174880454,-0.889376325,2
-0.1124,-0.275093538,-0.161471782,2
-0.0384,-0.275093538,-0.161471782,2
0.0686,0.449893458,0.56643276,0
-0.3568,-0.275093538,-0.161471782,2
-1.1433,0.449893458,-1.617280868,2
-0.6094,1.174880454,-0.889376325,2
0.7016,0.449893458,0.56643276,0
0.1214,1.899867449,-0.161471782,2
0.5755,0.449893458,0.56643276,0
-0.1,-1.000080533,-0.889376325,2
-0.1941,0.449893458,-0.889376325,2
1.8394,-0.275093538,2.022241846,0
-0.7077,0.449893458,-0.889376325,2
0.5117,0.449893458,0.56643276,0
0.3205,0.449893458,1.294337303,0
-0.8157,2.624854445,-0.889376325,2
1.412,1.174880454,2.022241846,0
0.4698,-1.000080533,-0.889376325,2
0.3152,-0.275093538,0.56643276,0
-1.6616,0.449893458,-1.617280868,2
-0.6504,2.624854445,-0.889376325,2
0.1214,-0.275093538,-0.161471782,2
1.2088,0.449893458,1.294337303,0
-0.1195,0.449893458,-0.161471782,2
0.6455,-1.000080533,0.56643276,0
-0.5354,2.624854445,-0.161471782,2
0.6763,-1.725067529,-0.161471782,0
-0.3214,-1.000080533,-0.889376325,2
0.6261,-0.275093538,1.294337303,0
1.6149,-0.275093538,1.294337303,0
-0.4338,-0.275093538,0.56643276,0
-0.9952,-0.275093538,-0.889376325,2
-0.9551,1.174880454,-0.889376325,2
-0.3362,0.449893458,-0.889376325,2
-8.0,1.899867449,2.022241846,1
0.8271,-0.275093538,0.56643276,0
-1.2803,-0.275093538,-0.889376325,2
0.2732,-1.000080533,0.56643276,0
-0.5825,0.449893458,-0.889376325,2
-0.0109,-1.000080533,-0.889376325,2
-0.2729,3.34984144,-0.161471782,2
1.4314,-0.275093538,1.294337303,0
0.2339,1.174880454,-0.161471782,2
-0.3465,-0.275093538,-0.889376325,2
1.5122,0.449893458,1.294337303,0
1.3306,-0.275093538,1.294337303,0
-0.3432,-0.275093538,0.56643276,0
0.2143,-0.275093538,-0.161471782,2
-0.6363,-1.000080533,-0.889376325,2
-0.6744,-0.275093538,-1.617280868,2
-8.0,-0.275093538,-0.889376325,1
-0.2053,-1.000080533,-0.161471782,2
1.1982,-0.275093538,0.56643276,0
0.5537,0.449893458,1.294337303,0
-0.3596,0.449893458,-0.889376325,2
-1.3184,-0.275093538,-0.889376325,2
0.944,-0.275093538,0.56643276,0
-0.4813,-1.000080533,-0.889376325,2
-0.1032,-0.275093538,-0.889376325,2
-0.7818,-1.725067529,0.56643276,2
-0.5402,0.449893458,-0.889376325,2
0.6902,0.449893458,1.294337303,0
0.5736,-0.275093538,-0.161471782,0
-0.5089,1.899867449,-0.889376325,2
0.4973,-1.000080533,0.56643276,0
-0.5665,-0.275093538,-0.889376325,2
0.3703,0.449893458,0.56643276,0
-0.3671,0.449893458,-0.161471782,2
-0.532,1.174880454,-0.889376325,2
-0.3465,-0.275093538,-0.889376325,2
0.1293,-1.000080533,-0.161471782,2
-0.0972,1.174880454,-0.889376325,2
2.0124,-0.275093538,2.022241846,0
0.4524,-0.275093538,0.56643276,0
0.6513,2.624854445,0.56643276,0
0.1003,0.449893458,0.56643276,0
-0.3307,0.449893458,-0.889376325,2
1.172,0.449893458,1.294337303,0
-1.2098,-1.000080533,-0.889376325,2
-0.1757,1.174880454,-0.889376325,2
1.2149,-0.275093538,1.294337303,0
0.9673,0.449893458,1.294337303,0
0.214,-1.000080533,0.56643276,0
-0.3301,-0.275093538,-0.889376325,2
-0.4879,-0.275093538,0.56643276,2
0.5939,0.449893458,1.294337303,0
-1.1739,1.899867449,-0.889376325,2
0.2691,-1.000080533,0.56643276,0
2.5668,-0.275093538,2.022241846,0
0.2895,0.449893458,0.56643276,0
1.009,0.449893458,0.56643276,0
1.5122,-0.275093538,1.294337303,0
-0.0922,-0.275093538,-0.161471782,2
-1.1348,1.899867449,-1.617280868,2
0.8429,0.449893458,1.294337303,0
0.078,-0.275093538,0.56643276,0
-0.1772,1.174880454,0.56643276,0
0.6707,1.174880454,0.56643276,0
0.1251,4.074828436,-0.161471782,2
1.6848,-0.275093538,1.294337303,0
-0.3759,1.899867449,-0.889376325,2
-8.0,-0.275093538,-0.161471782,1
0.2213,-0.275093538,-0.161471782,2
-0.1918,-1.000080533,-1.617280868,2
0.1273,-0.275093538,-0.161471782,2
0.6427,-0.275093538,0.56643276,0
1.4372,-0.275093538,1.294337303,0
1.6085,-0.275093538,2.022241846,0
0.0186,-0.275093538,-0.161471782,2
-1.3178,-1.000080533,-1.617280868,2
-0.7751,0.449893458,-0.889376325,2
0.3101,-0.275093538,0.56643276,0
-0.9072,-0.275093538,-0.889376325,2
-0.5149,2.624854445,0.56643276,2
-0.9782,0.449893458,-0.161471782,2
0.2339,-1.000080533,-0.161471782,2
-0.0405,1.174880454,-0.161471782,2
0.1033,-0.275093538,-0.161471782,2
-0.0488,1.899867449,-0.161471782,2
-0.232,0.449893458,0.56643276,0
0.813,0.449893458,1.294337303,0
1.1602,1.174880454,1.294337303,0
0.177,-0.275093538,1.294337303,0
0.9376,4.074828436,2.022241846,0
0.3245,-1.000080533,1.294337303,0
1.3586,-0.275093538,1.294337303,0
0.0719,0.449893458,-0.889376325,2
-0.1561,1.899867449,0.56643276,0
-8.0,0.449893458,3.478050932,1
0.142,0.449893458,0.56643276,0
0.1159,-0.275093538,-0.889376325,2
-0.6139,-0.275093538,-0.161471782,2
1.1839,-0.275093538,1.294337303,0
1.171,-0.275093538,1.294337303,0
-0.3928,1.174880454,-0.161471782,2
-0.3255,0.449893458,-0.161471782,2
0.4462,0.449893458,0.56643276,0
0.0676,1.899867449,-0.161471782,2
1.009,-0.275093538,0.56643276,0
-0.87,-0.275093538,-0.889376325,2
0.1448,0.449893458,-0.889376325,2
0.7961,-1.000080533,0.56643276,0
1.4352,-0.275093538,1.294337303,0
-0.058,0.449893458,-0.161471782,2
0.7614,-0.275093538,0.56643276,0
0.1859,1.174880454,0.56643276,0
-0.1506,1.174880454,1.294337303,0
-0.0506,0.449893458,-0.889376325,2
-0.8387,1.174880454,-0.889376325,2
-0.4843,1.899867449,-0.161471782,2
1.3397,-0.275093538,0.56643276,0
-0.8103,-0.275093538,-0.889376325,2
-0.167,-0.275093538,-0.161471782,2
0.758,-0.275093538,0.56643276,0
-0.6333,-1.000080533,-0.889376325,2
0.2072,-1.000080533,-0.889376325,2
-0.9992,0.449893458,-1.617280868,2
0.5195,-1.000080533,0.56643276,0
-0.5402,-0.275093538,-0.889376325,2
0.5678,0.449893458,0.56643276,0
0.5305,3.34984144,1.294337303,0
-0.473,-1.000080533,-0.161471782,2
1.6654,-1.000080533,2.022241846,0
0.1377,0.449893458,0.56643276,0
-0.8602,4.074828436,-0.889376325,2
0.1801,0.449893458,1.294337303,0
1.332,-0.275093538,0.56643276,0
-8.0,-0.275093538,-0.889376325,1
-0.8971,1.899867449,-0.889376325,2
-0.4948,-1.000080533,-0.889376325,2
-1.2553,-0.275093538,-0.889376325,2
-0.4728,-1.000080533,-0.889376325,2
0.1964,0.449893458,-0.889376325,2
0.9241,1.174880454,1.294337303,0
-0.3182,-1.000080533,-0.889376325,2
0.2582,-0.275093538,0.56643276,0
-1.0941,-1.000080533,-1.617280868,2
-8.0,-0.275093538,-0.889376325,1
2.4364,-0.275093538,2.022241846,0
-0.271,-0.275093538,-0.889376325,2
-0.08,-0.275093538,0.56643276,0
-0.4682,-1.000080533,-0.889376325,2
1.5406,-0.275093538,2.022241846,0
1.127,0.449893458,1.294337303,0
-1.3407,0.449893458,-1.617280868,2
-8.0,-1.000080533,1.294337303,1
-0.6714,0.449893458,-0.889376325,2
0.3183,-0.275093538,0.56643276,0
1.0127,0.449893458,0.56643276,0
0.6306,-0.275093538,1.294337303,0
-0.5019,-0.275093538,-0.889376325,2
0.9351,-0.275093538,1.294337303,0
1.3892,0.449893458,1.294337303,0
0.4396,-1.000080533,0.56643276,0
1.4612,-1.000080533,2.022241846,0
0.7614,0.449893458,0.56643276,0
-0.8498,-0.275093538,-0.889376325,2
1.8041,0.449893458,1.294337303,0
-0.4122,-0.275093538,-0.161471782,2
0.3239,-1.000080533,0.56643276,0
0.8559,0.449893458,0.56643276,0
-0.4642,-0.275093538,-0.161471782,2
-0.6401,0.449893458,-0.889376325,2
-1.3184,-0.275093538,-0.889376325,2
-8.0,-0.275093538,-0.889376325,1
-0.1941,-1.000080533,-0.889376325,2
-1.1103,2.624854445,-0.161471782,2
-0.4023,-0.275093538,-0.889376325,2
-0.3734,0.449893458,-0.889376325,2
-0.2429,-1.000080533,-0.161471782,2
-1.0811,-1.000080533,-0.889376325,2
-0.5493,-0.275093538,-0.161471782,2
-0.3624,0.449893458,-0.889376325,2
0.2954,-0.275093538,0.56643276,0
0.4753,-0.275093538,-0.889376325,2
2.2581,-1.000080533,2.022241846,0
0.0974,-1.000080533,-0.161471782,2
-1.6616,0.449893458,-1.617280868,2
-0.5789,-0.275093538,-0.889376325,2
0.504,0.449893458,0.56643276,0
-0.8837,-1.725067529,-0.889376325,2
0.942,0.449893458,0.56643276,0
1.7484,0.449893458,2.022241846,0
0.3358,-0.275093538,-0.161471782,2
0.7132,-0.275093538,0.56643276,0
0.4262,-0.275093538,1.294337303,0
-0.5628,-1.000080533,-0.889376325,2
-0.5628,-1.725067529,-0.889376325,2
-1.3184,-1.725067529,-0.889376325,2
-0.1864,-1.000080533,-0.889376325,2
-0.1804,-1.000080533,0.56643276,0
-0.5434,-1.000080533,-0.161471782,2
0.4462,-1.000080533,-0.889376325,2
0.394,-0.275093538,-0.161471782,2
-0.4075,1.174880454,-0.161471782,2
0.188,-1.000080533,-0.161471782,2
-0.0946,-0.275093538,-0.889376325,2
1.206,1.174880454,1.294337303,0
-0.0274,-1.725067529,0.56643276,0
0.7961,-0.275093538,0.56643276,0
0.5161,0.449893458,0.56643276,0
-0.2878,0.449893458,-0.161471782,2
-0.6665,-1.000080533,-0.889376325,2
1.6429,1.899867449,2.022241846,0
0.1072,-1.000080533,-0.889376325,2
0.4926,0.449893458,0.56643276,0
0.9503,-0.275093538,0.56643276,0
0.1833,0.449893458,0.56643276,0
-0.3332,-0.275093538,-0.889376325,2
0.4351,0.449893458,2.022241846,0
0.057,1.174880454,0.56643276,0
0.5002,0.449893458,1.294337303,0
0.4529,-0.275093538,0.56643276,0
-1.1012,2.624854445,-0.889376325,2
-0.3747,-1.000080533,-1.617280868,2
-0.8455,0.449893458,-0.889376325,2
0.5748,1.174880454,0.56643276,0
0.4728,0.449893458,-0.161471782,2
0.718,1.174880454,0.56643276,0
0.4088,-1.000080533,0.56643276,0
-0.5512,0.449893458,-0.889376325,2
-1.46,2.624854445,-0.889376325,2
0.8108,1.174880454,0.56643276,0
-0.4348,1.899867449,-0.161471782,2
0.8362,-0.275093538,2.022241846,0
-0.7726,-1.000080533,-0.889376325,2
0.4512,0.449893458,-0.889376325,2
0.3355,-1.725067529,0.56643276,0
-0.5301,3.34984144,-0.889376325,2
-1.2395,1.174880454,-1.617280868,2
-1.0924,0.449893458,-1.617280868,2
-0.7626,-1.000080533,-0.889376325,2
-1.0229,1.899867449,-0.889376325,2
0.8076,-0.275093538,0.56643276,0
-0.422,1.174880454,-0.161471782,2
1.8524,-0.275093538,2.022241846,0
-0.0467,-1.000080533,-0.889376325,2
0.8912,-0.275093538,0.56643276,0
-0.473,-0.275093538,-0.889376325,2
0.0885,-1.725067529,-0.161471782,2
0.2427,1.174880454,-0.161471782,2
1.035,1.899867449,0.56643276,0
-0.8623,-1.000080533,-0.889376325,2
1.4506,-1.000080533,1.294337303,0
-0.4046,-0.275093538,-0.889376325,2
-1.3184,-1.000080533,-0.889376325,2
0.9661,-0.275093538,0.56643276,0
0.4529,-1.725067529,0.56643276,0
-0.8602,1.899867449,-0.889376325,2
-8.0,0.449893458,0.56643276,1
-1.7526,1.899867449,-1.617280868,2
-0.2601,-0.275093538,0.56643276,0
0.4495,-0.275093538,0.56643276,0
-0.8837,1.899867449,-0.889376325,2
-1.0836,-0.275093538,-0.889376325,2
0.3534,-1.000080533,-0.161471782,2
0.6489,-0.275093538,2.022241846,0
-0.4341,1.174880454,-0.889376325,2
-0.303,-0.275093538,0.56643276,0
-0.581,0.449893458,-0.889376325,2
-0.7751,-0.275093538,-0.889376325,2
0.6408,-1.725067529,0.56643276,0
0.0615,-1.000080533,-0.161471782,2
0.0568,1.174880454,-0.161471782,2
-0.2562,-0.275093538,-0.889376325,2
0.7427,-1.725067529,0.56643276,0
-1.429,1.174880454,-1.617280868,2
0.1969,-0.275093538,-0.889376325,2
-0.3554,0.449893458,-0.889376325,2
0.811,-1.000080533,0.56643276,0
1.0925,-1.000080533,0.56643276,0
-1.2803,-0.275093538,-0.889376325,2
0.2047,-1.000080533,-0.161471782,2
-0.5434,-0.275093538,-0.161471782,2
0.9587,-0.275093538,1.294337303,0
-0.3372,-0.275093538,-0.889376325,2
-0.9551,-1.000080533,-0.889376325,2
-0.2985,0.449893458,-0.889376325,2
-8.0,0.449893458,-0.889376325,1
1.7086,-1.000080533,2.022241846,0
1.4233,0.449893458,0.56643276,0
-0.8001,-1.000080533,-0.889376325,2
-0.002,-0.275093538,0.56643276,0
-0.5318,-0.275093538,-0.889376325,2
-0.1484,-0.275093538,-0.889376325,2
2.1428,0.449893458,2.022241846,0
-0.935,-0.275093538,0.56643276,2
0.271,-1.000080533,-0.161471782,2
-0.8837,-1.000080533,-0.889376325,2
0.9624,2.624854445,1.294337303,0
0.8585,-0.275093538,0.56643276,0
1.6224,-1.000080533,1.294337303,0
0.2038,0.449893458,-0.889376325,2
-0.006,-0.275093538,-0.161471782,2
0.5638,0.449893458,0.56643276,0
-0.4257,-0.275093538,-0.889376325,2
0.1439,-0.275093538,-0.889376325,2
-1.0669,-0.275093538,-0.889376325,2
1.0548,-0.275093538,1.294337303,0
-1.0862,-0.275093538,-0.889376325,2
1.4233,0.449893458,0.56643276,0
-0.6927,-1.000080533,-0.889376325,2
0.3351,0.449893458,0.56643276,0
0.2681,-1.000080533,-0.161471782,2
0.0301,-0.275093538,0.56643276,0
-0.1893,0.449893458,-0.889376325,2
-0.4321,-0.275093538,-0.161471782,2
0.098,-0.275093538,0.56643276,0
-1.245,-1.000080533,-0.889376325,2
-0.0996,-1.000080533,0.56643276,0
1.3586,-0.275093538,1.294337303,0
1.1652,-1.000080533,0.56643276,0
-0.3554,-1.000080533,-0.889376325,2
0.8492,-1.000080533,0.56643276,0
0.0186,1.899867449,-0.161471782,2
2.5466,1.899867449,2.022241846,0
-1.43,-0.275093538,-0.889376325,2
0.2009,-1.000080533,0.56643276,0
1.1633,-0.275093538,2.022241846,0
-0.8179,0.449893458,-0.889376325,2
0.7687,0.449893458,0.56643276,0
-0.1431,-1.000080533,-0.889376325,2
-0.4975,0.449893458,-0.889376325,2
0.7377,-1.725067529,0.56643276,0
-0.4129,-1.000080533,-0.889376325,2
-0.6655,-0.275093538,-0.889376325,2
0.8796,0.449893458,1.294337303,0
1.6995,1.899867449,2.022241846,0
0.7917,1.174880454,0.56643276,0
-0.7751,-1.000080533,-0.889376325,2
-8.0,1.174880454,-1.617280868,1
0.3096,-0.275093538,-0.889376325,2
-0.8724,0.449893458,-0.161471782,2
0.4397,1.899867449,-0.161471782,2
-0.1742,-0.275093538,0.56643276,0
0.8058,1.174880454,1.294337303,0
0.1782,-1.000080533,-0.161471782,2
2.2722,-1.000080533,2.022241846,0
-0.2744,-0.275093538,-0.161471782,2
-0.0775,-0.275093538,-0.889376325,2
1.7811,-0.275093538,2.022241846,0
-0.4843,-0.275093538,-0.889376325,2
-0.7701,-0.275093538,-0.889376325,2
0.3674,0.449893458,-0.889376325,2
0.5209,-1.000080533,-0.889376325,2
0.0432,1.174880454,-0.889376325,2
1.2556,3.34984144,1.294337303,0
-1.5209,1.174880454,-0.889376325,2
-0.0138,-0.275093538,0.56643276,0
0.4399,0.449893458,0.56643276,0
-0.5415,1.899867449,-0.889376325,2
-0.6482,-0.275093538,-1.617280868,2
-0.7901,1.174880454,-0.889376325,2
-1.4415,0.449893458,-1.617280868,2
0.2649,-0.275093538,-0.889376325,2
1.6123,-0.275093538,2.022241846,0
-0.7466,1.174880454,0.56643276,2
-0.0631,-1.000080533,1.294337303,0
-0.7701,-0.275093538,-0.889376325,2
0.4358,1.899867449,-0.161471782,2
-0.5983,-0.275093538,-0.889376325,2
-0.8837,-1.725067529,-0.889376325,2
0.9351,-0.275093538,1.294337303,0
0.2339,1.174880454,-0.161471782,2
-0.3554,-1.725067529,-0.889376325,2
-0.6665,-0.275093538,-0.889376325,2
0.2582,1.174880454,0.56643276,0
-0.3442,-1.000080533,-0.889376325,2
-0.3254,4.074828436,-0.889376325,2
0.2582,-0.275093538,0.56643276,0
-0.5402,-1.000080533,-0.889376325,2
-0.5983,-0.275093538,-0.889376325,2
0.0411,-1.000080533,0.56643276,0
-0.7751,-1.725067529,-0.889376325,2
-0.0799,-1.000080533,-0.161471782,2
-0.0117,-0.275093538,-0.889376325,2
-0.0444,1.174880454,-0.889376325,2
1.3397,-1.000080533,0.56643276,0
0.0912,0.449893458,-0.889376325,2
0.3464,0.449893458,0.56643276,0
-0.4161,1.899867449,-0.889376325,2
0.2345,-1.000080533,-0.161471782,2
2.0234,-0.275093538,2.022241846,0
0.2658,0.449893458,0.56643276,0
-0.7751,-1.000080533,-0.889376325,2
0.1964,-1.000080533,-0.889376325,2
0.0153,0.449893458,-0.161471782,2
-0.9072,-1.000080533,-0.889376325,2
-1.5655,0.449893458,-1.617280868,2
-0.3042,0.449893458,-0.889376325,2
0.0782,-0.275093538,-0.889376325,2
-0.1188,1.899867449,0.56643276,0
0.4358,1.899867449,-0.161471782,2
0.984,-1.000080533,1.294337303,0
0.0615,-0.275093538,-0.161471782,2
-0.9992,2.624854445,-1.617280868,2
0.3478,-1.000080533,-0.889376325,2
0.469,-1.000080533,1.294337303,0
-0.1505,-0.275093538,-0.889376325,2
2.5668,-0.275093538,2.022241846,0
-0.0645,2.624854445,-0.889376325,2
-0.6949,-1.725067529,-0.889376325,2
1.9436,-1.725067529,2.022241846,0
-0.1883,0.449893458,-0.889376325,2
0.8845,-0.275093538,0.56643276,0
0.815,-1.000080533,-0.161471782,0
0.7203,-0.275093538,-0.161471782,0
0.0534,0.449893458,0.56643276,0
2.3821,-0.275093538,2.022241846,0
0.9383,-0.275093538,1.294337303,0
-0.8429,1.899867449,-0.889376325,2
-0.6212,-0.275093538,-0.889376325,2
-0.3844,-0.275093538,-0.889376325,2
1.1236,-0.275093538,1.294337303,0
-0.3431,-0.275093538,-0.161471782,2
-0.7581,-1.000080533,-0.161471782,2
1.0828,-1.000080533,1.294337303,0
1.2066,-0.275093538,2.022241846,0
-1.1636,4.799815432,-1.617280868,2
0.0374,1.174880454,-0.889376325,2
0.1153,-0.275093538,-0.161471782,2
-0.7735,-1.000080533,-0.889376325,2
1.3306,-0.275093538,1.294337303,0
-0.5236,-0.275093538,-0.889376325,2
0.6225,1.174880454,0.56643276,0
-0.197,0.449893458,-0.889376325,2
0.0696,-1.000080533,-0.889376325,2
1.814,1.174880454,2.022241846,0
0.2344,2.624854445,-0.161471782,2
1.3874,-0.275093538,1.294337303,0
-0.1066,1.174880454,-0.889376325,2
-0.1888,-1.000080533,1.294337303,0
0.2744,-0.275093538,0.56643276,0
-0.1918,0.449893458,-0.889376325,2
-0.4257,1.899867449,-0.889376325,2
-0.5434,-1.725067529,-0.161471782,2
-1.183,0.449893458,-1.617280868,2
1.2497,1.174880454,1.294337303,0
-1.248,-1.725067529,-0.889376325,2
1.3248,-1.000080533,1.294337303,0
-0.755,-0.275093538,-0.889376325,2
1.3658,-0.275093538,1.294337303,0
0.0363,-0.275093538,-0.161471782,2
-8.0,0.449893458,-0.889376325,1
0.1186,-0.275093538,0.56643276,0
-0.5628,-1.725067529,-0.889376325,2
-8.0,-1.000080533,1.294337303,1
-0.1378,-0.275093538,-0.161471782,2
-0.4506,-0.275093538,-0.161471782,2
0.6592,1.174880454,-0.161471782,0
-0.1277,-1.000080533,-0.889376325,2
-0.4161,-0.275093538,-0.889376325,2
0.6063,-0.275093538,-0.161471782,0
0.6544,-1.000080533,0.56643276,0
0.9193,-1.000080533,0.56643276,0
-0.0597,-1.000080533,-0.161471782,2
0.7749,-0.275093538,0.56643276,0
1.2651,1.174880454,0.56643276,0
-1.0599,-1.000080533,-1.617280868,2
0.5797,-1.000080533,-0.161471782,0
0.4407,-0.275093538,1.294337303,0
-0.4843,-0.275093538,-0.889376325,2
-0.0197,-0.275093538,-0.889376325,2
0.7523,-0.275093538,0.56643276,0
1.8741,1.174880454,2.022241846,0
0.0918,0.449893458,-0.161471782,2
