X1SES,stX1HHNUMBER,stX1PAREDU,Cluster
-0.0327,-0.275093538,-0.889376325,2
1.0087,0.449893458,0.56643276,0
0.1172,-1.000080533,-0.889376325,2
-0.1942,0.449893458,-0.161471782,2
0.0776,0.449893458,0.56643276,0
-8.0,0.449893458,-0.161471782,1
0.5788,-1.725067529,-0.889376325,2
-0.4381,0.449893458,-0.161471782,2
-0.3711,-1.000080533,-0.889376325,2
2.0292,1.174880454,2.022241846,0
1.0961,-1.000080533,1.294337303,0
1.9172,-1.000080533,2.022241846,0
-0.5442,1.899867449,-0.889376325,2
0.1295,-0.275093538,0.56643276,0
-8.0,0.449893458,1.294337303,1
-0.1277,-1.000080533,-0.889376325,2
0.4431,-0.275093538,-0.161471782,2
-0.9952,-0.275093538,-0.889376325,2
0.1782,-0.275093538,0.56643276,0
0.2131,0.449893458,0.56643276,0
0.5769,-1.000080533,0.56643276,0
0.8994,-0.275093538,1.294337303,0
0.2531,0.449893458,0.56643276,0
-0.5007,-0.275093538,-0.889376325,2
1.3994,-0.275093538,0.56643276,0
0.7785,-1.000080533,0.56643276,0
-1.3419,-1.725067529,-0.889376325,2
1.5235,-1.000080533,1.294337303,0
0.8559,1.174880454,0.56643276,0
-0.4813,-1.000080533,-0.889376325,2
0.6733,0.449893458,0.56643276,0
-0.5089,-1.000080533,-0.889376325,2
-0.1403,-1.000080533,-0.889376325,2
0.8973,1.174880454,1.294337303,0
-0.2066,-0.275093538,-0.889376325,2
-1.0134,-1.000080533,-0.161471782,2
0.7983,-1.000080533,1.294337303,0
-0.0643,0.449893458,-0.161471782,2
0.6195,-1.000080533,0.56643276,0
1.2556,0.449893458,1.294337303,0
0.6675,0.449893458,2.022241846,0
0.4329,-0.275093538,-0.889376325,2
0.5718,1.899867449,0.56643276,0
0.0027,-1.000080533,-0.889376325,2
0.0839,1.174880454,0.56643276,0
1.0476,-0.275093538,0.56643276,0
-0.1181,-0.275093538,-0.161471782,2
-0.0714,-0.275093538,-0.889376325,2
1.6415,0.449893458,1.294337303,0
1.6922,4.799815432,2.022241846,0
1.0189,-0.275093538,1.294337303,0
1.3209,0.449893458,0.56643276,0
0.3842,0.449893458,0.56643276,0
0.0885,-1.725067529,-0.161471782,2
1.4259,-0.275093538,2.022241846,0
-1.1012,-1.725067529,-0.889376325,2
0.3877,0.449893458,0.56643276,0
0.3474,0.449893458,-0.889376325,2
-0.2233,-1.000080533,-0.889376325,2
1.1463,0.449893458,0.56643276,0
-0.7426,0.449893458,-0.889376325,2
1.0467,-0.275093538,0.56643276,0
0.4976,-1.725067529,-0.889376325,2
0.5518,-1.000080533,1.294337303,0
1.0708,-1.000080533,2.022241846,0
-0.6231,-0.275093538,-0.889376325,2
0.1653,-1.000080533,-0.889376325,2
1.0639,-1.000080533,-0.161471782,0
-1.0282,1.899867449,-0.889376325,2
-0.056,-1.000080533,-0.889376325,2
0.4073,-1.000080533,0.56643276,0
-0.755,-0.275093538,-0.889376325,2
1.0407,0.449893458,1.294337303,0
-0.1639,-1.000080533,-0.161471782,2
1.4893,-0.275093538,1.294337303,0
-0.2213,-1.000080533,0.56643276,0
0.7921,1.174880454,0.56643276,0
-0.4129,0.449893458,-0.889376325,2
2.007,-0.275093538,2.022241846,0
2.5308,-1.000080533,2.022241846,0
-0.4794,-0.275093538,-0.161471782,2
0.3282,0.449893458,0.56643276,0
0.6766,-0.275093538,0.56643276,0
-1.5119,-1.000080533,-1.617280868,2
0.4939,-0.275093538,1.294337303,0
0.0885,-1.725067529,-0.161471782,2
-0.0176,0.449893458,-0.161471782,2
-0.3118,-1.725067529,0.56643276,0
-1.1739,2.624854445,-0.889376325,2
0.5563,0.449893458,0.56643276,0
0.0502,-1.000080533,-0.889376325,2
1.6564,0.449893458,2.022241846,0
0.1658,1.174880454,0.56643276,0
-0.2206,-0.275093538,-0.161471782,2
1.1228,0.449893458,0.56643276,0
-0.9147,-1.000080533,-1.617280868,2
-0.5231,1.174880454,0.56643276,2
0.1757,-1.000080533,-0.161471782,2
-1.1012,-1.725067529,-0.889376325,2
-0.2903,-0.275093538,-0.161471782,2
2.0667,0.449893458,2.022241846,0
0.0374,-0.275093538,-0.889376325,2
0.2551,-1.000080533,-0.161471782,2
-8.0,0.449893458,0.56643276,1
-0.4024,-0.275093538,-0.889376325,2
-0.6665,-1.000080533,-0.889376325,2
2.3852,-0.275093538,2.022241846,0
-0.1942,-1.000080533,-0.161471782,2
1.3874,4.074828436,1.294337303,0
-0.6411,-0.275093538,-0.889376325,2
0.2011,-1.000080533,-0.161471782,2
2.4948,0.449893458,2.022241846,0
0.5303,0.449893458,0.56643276,0
-0.5983,-0.275093538,-0.889376325,2
0.6088,-0.275093538,-0.161471782,0
1.3761,-1.000080533,2.022241846,0
-0.601,-0.275093538,-0.889376325,2
-0.8871,1.899867449,-1.617280868,2
1.0802,-0.275093538,1.294337303,0
1.0162,-0.275093538,1.294337303,0
-1.2098,1.174880454,-0.889376325,2
1.1209,-0.275093538,1.294337303,0
1.3874,-0.275093538,1.294337303,0
0.1757,0.449893458,-0.161471782,2
-0.5465,-0.275093538,-0.889376325,2
1.1247,-1.000080533,0.56643276,0
1.5402,-0.275093538,1.294337303,0
-0.8371,-0.275093538,-0.889376325,2
1.0439,-0.275093538,0.56643276,0
1.6071,-0.275093538,1.294337303,0
1.0698,-0.275093538,0.56643276,0
0.9828,-1.000080533,1.294337303,0
0.0147,-0.275093538,-0.161471782,2
-0.0227,-1.000080533,0.56643276,0
0.8577,-1.000080533,1.294337303,0
-0.4522,0.449893458,-0.889376325,2
0.3213,-1.000080533,-0.889376325,2
-0.3594,1.899867449,-0.889376325,2
1.3204,-0.275093538,1.294337303,0
0.0153,-1.000080533,-0.161471782,2
1.0151,-0.275093538,1.294337303,0
-0.7606,-0.275093538,-0.889376325,2
-8.0,-1.000080533,-1.617280868,1
0.3765,-0.275093538,-0.889376325,2
1.2036,-1.725067529,2.022241846,0
0.9661,1.174880454,0.56643276,0
0.2344,-0.275093538,-0.161471782,2
0.7237,1.174880454,0.56643276,0
-0.6931,0.449893458,-0.161471782,2
0.3094,-0.275093538,-0.889376325,2
-0.0306,1.899867449,-0.161471782,2
-0.1121,-0.275093538,-0.889376325,2
-0.8914,-1.000080533,-0.889376325,2
0.6725,0.449893458,0.56643276,0
-0.43,-0.275093538,-0.889376325,2
-0.0817,1.174880454,-0.161471782,2
0.1751,0.449893458,0.56643276,0
-0.3755,-0.275093538,-0.889376325,2
0.494,-0.275093538,1.294337303,0
1.6709,-0.275093538,1.294337303,0
-0.43,-0.275093538,-0.889376325,2
0.2028,-1.725067529,0.56643276,0
0.1538,-0.275093538,-0.161471782,2
-1.2698,0.449893458,-1.617280868,2
1.5335,-1.000080533,2.022241846,0
-0.4907,-1.725067529,-0.889376325,2
0.6538,0.449893458,0.56643276,0
-0.8993,-1.000080533,-0.889376325,2
0.4745,0.449893458,0.56643276,0
1.567,0.449893458,1.294337303,0
-0.9992,0.449893458,-1.617280868,2
-1.0941,-0.275093538,-1.617280868,2
-0.3332,-0.275093538,-0.889376325,2
0.4963,-0.275093538,0.56643276,0
-0.4129,-0.275093538,-0.889376325,2
0.7665,1.899867449,0.56643276,0
-0.0296,1.174880454,-0.161471782,2
0.0332,1.174880454,0.56643276,0
-0.8132,-0.275093538,-0.889376325,2
-0.1646,1.899867449,0.56643276,0
0.0588,-0.275093538,0.56643276,0
-0.8132,2.624854445,-0.161471782,2
-0.3706,-1.725067529,-0.161471782,2
-0.15,-0.275093538,0.56643276,0
-0.5005,-1.725067529,-0.889376325,2
0.2313,-0.275093538,0.56643276,0
0.7433,-1.000080533,-0.889376325,2
0.6275,-1.000080533,0.56643276,0
-0.4232,0.449893458,-0.889376325,2
-1.1012,-1.000080533,-0.889376325,2
-0.7751,-1.000080533,-0.889376325,2
0.7785,1.174880454,0.56643276,0
0.3681,0.449893458,1.294337303,0
-0.4924,-1.000080533,-0.889376325,2
0.9828,-1.000080533,0.56643276,0
-0.012,-0.275093538,-0.161471782,2
-0.6811,0.449893458,-0.161471782,2
-1.1487,-0.275093538,-0.889376325,2
0.0478,0.449893458,-0.889376325,2
-0.3554,-1.725067529,-0.889376325,2
1.8918,1.174880454,2.022241846,0
0.0829,-1.000080533,-0.889376325,2
0.4358,-0.275093538,-0.161471782,2
0.9192,-0.275093538,1.294337303,0
0.6763,-0.275093538,-0.161471782,0
-0.4293,-0.275093538,-0.889376325,2
0.3498,-0.275093538,0.56643276,0
0.5768,1.174880454,0.56643276,0
0.3902,-0.275093538,0.56643276,0
0.7523,-1.000080533,0.56643276,0
-0.9069,-0.275093538,-0.889376325,2
-0.9534,-0.275093538,-0.889376325,2
-0.7751,-1.000080533,-0.889376325,2
-1.3682,-1.000080533,-0.889376325,2
0.1186,1.174880454,-0.161471782,2
-0.5858,0.449893458,-0.889376325,2
1.1228,4.799815432,0.56643276,0
-0.482,-0.275093538,-0.889376325,2
0.8706,-0.275093538,0.56643276,0
-0.2258,-0.275093538,-0.161471782,2
0.2883,-0.275093538,0.56643276,0
1.5003,-0.275093538,0.56643276,0
-0.8455,-0.275093538,-0.889376325,2
0.942,0.449893458,0.56643276,0
-0.5434,0.449893458,-0.161471782,2
1.102,-0.275093538,0.56643276,0
-0.9536,0.449893458,-0.889376325,2
1.1911,0.449893458,0.56643276,0
-0.2783,-0.275093538,-0.889376325,2
-0.7077,-1.000080533,-0.889376325,2
0.3765,0.449893458,-0.889376325,2
-0.3332,1.174880454,-0.889376325,2
-1.1012,-0.275093538,-0.889376325,2
-0.8725,-1.000080533,-0.889376325,2
-1.1433,3.34984144,-1.617280868,2
1.1431,-0.275093538,1.294337303,0
0.4189,-0.275093538,0.56643276,0
-0.2033,0.449893458,-0.889376325,2
0.4149,-0.275093538,-0.161471782,2
1.1667,-0.275093538,0.56643276,0
-0.3007,0.449893458,-0.889376325,2
0.3648,1.174880454,-0.161471782,2
-0.2881,-1.000080533,0.56643276,0
-8.0,-0.275093538,2.022241846,1
-0.482,-0.275093538,-0.889376325,2
-0.1431,-0.275093538,-0.889376325,2
0.1734,-0.275093538,0.56643276,0
0.0137,-0.275093538,-0.889376325,2
-0.7933,0.449893458,-0.889376325,2
1.591,-1.725067529,2.022241846,0
0.3514,-1.000080533,1.294337303,0
-1.2098,-1.000080533,-0.889376325,2
0.1099,-0.275093538,0.56643276,0
0.1874,0.449893458,0.56643276,0
0.5911,-0.275093538,1.294337303,0
-0.0373,-1.000080533,-0.889376325,2
0.8024,-0.275093538,0.56643276,0
0.2801,-0.275093538,0.56643276,0
0.1524,1.174880454,0.56643276,0
0.0414,-0.275093538,0.56643276,0
0.5941,-0.275093538,0.56643276,0
-0.8391,2.624854445,-0.889376325,2
-1.183,0.449893458,-1.617280868,2
1.1489,-0.275093538,1.294337303,0
1.0808,0.449893458,1.294337303,0
1.3586,-0.275093538,1.294337303,0
0.6225,-1.000080533,0.56643276,0
-0.2602,1.174880454,-0.889376325,2
-1.0251,0.449893458,-1.617280868,2
-0.1277,1.899867449,-0.889376325,2
1.0269,0.449893458,0.56643276,0
-1.245,-1.725067529,-0.889376325,2
0.6856,-0.275093538,0.56643276,0
1.1475,-0.275093538,-0.161471782,0
0.2706,-1.000080533,1.294337303,0
0.1856,1.174880454,0.56643276,0
-0.2477,0.449893458,-0.889376325,2
0.3672,0.449893458,0.56643276,0
0.9587,1.174880454,1.294337303,0
0.1543,-1.000080533,0.56643276,0
-0.5465,0.449893458,-0.889376325,2
-0.5813,-0.275093538,-0.161471782,2
-1.2803,1.899867449,-0.889376325,2
-0.8602,-0.275093538,-0.889376325,2
-0.5771,-0.275093538,-0.889376325,2
-0.5592,-1.000080533,-0.889376325,2
-0.1113,-0.275093538,-0.161471782,2
1.3326,-0.275093538,1.294337303,0
0.4937,-0.275093538,0.56643276,0
-0.7281,2.624854445,-0.889376325,2
0.0374,3.34984144,-0.889376325,2
-0.0754,-1.000080533,0.56643276,0
-0.0996,-1.725067529,0.56643276,0
0.8831,1.174880454,0.56643276,0
0.7132,0.449893458,0.56643276,0
-8.0,0.449893458,-0.889376325,1
-0.7157,0.449893458,-0.889376325,2
0.4613,0.449893458,0.56643276,0
-0.5142,-1.000080533,-0.161471782,2
1.0269,-0.275093538,0.56643276,0
-0.7147,-0.275093538,-1.617280868,2
-0.7751,-1.000080533,-0.889376325,2
0.9394,-1.000080533,0.56643276,0
1.3935,1.899867449,1.294337303,0
1.3306,0.449893458,1.294337303,0
-0.4046,2.624854445,-0.889376325,2
1.1217,-0.275093538,0.56643276,0
0.1173,-0.275093538,-0.161471782,2
1.1166,1.174880454,0.56643276,0
-0.17,-1.725067529,0.56643276,0
-0.0289,-1.000080533,-0.161471782,2
-0.9551,0.449893458,-0.889376325,2
1.1745,0.449893458,1.294337303,0
0.5316,-0.275093538,0.56643276,0
0.3952,-0.275093538,0.56643276,0
-0.9901,-0.275093538,-0.161471782,2
0.756,0.449893458,0.56643276,0
-0.3173,-0.275093538,-0.889376325,2
-0.8455,-1.000080533,-0.889376325,2
0.8375,-0.275093538,0.56643276,0
-0.9072,1.174880454,-0.889376325,2
-0.1206,0.449893458,-0.889376325,2
0.6152,2.624854445,1.294337303,0
0.028,0.449893458,0.56643276,0
1.0828,-1.000080533,1.294337303,0
0.8583,0.449893458,0.56643276,0
1.0912,-0.275093538,0.56643276,0
0.5269,-0.275093538,0.56643276,0
-0.3091,-0.275093538,-0.889376325,2
1.1097,0.449893458,-0.161471782,0
0.3341,-1.000080533,-0.161471782,2
-0.6714,-1.725067529,-0.889376325,2
1.4744,0.449893458,0.56643276,0
0.8881,-0.275093538,0.56643276,0
-0.5771,0.449893458,-0.889376325,2
-0.4399,-1.000080533,0.56643276,0
-0.382,1.899867449,-0.161471782,2
-1.2395,1.174880454,-1.617280868,2
1.013,-0.275093538,0.56643276,0
1.1489,0.449893458,2.022241846,0
1.7902,1.174880454,2.022241846,0
0.4352,-0.275093538,0.56643276,0
0.2238,-0.275093538,0.56643276,0
-0.5506,-1.000080533,-0.889376325,2
-1.0862,0.449893458,-0.889376325,2
-0.4549,1.174880454,-0.889376325,2
1.1341,1.174880454,1.294337303,0
0.6284,-0.275093538,0.56643276,0
-0.2285,-1.000080533,-0.889376325,2
0.7961,0.449893458,0.56643276,0
0.2391,-1.000080533,-0.161471782,2
-0.3641,0.449893458,-0.889376325,2
-0.6333,-0.275093538,-0.889376325,2
-0.2075,-0.275093538,-0.161471782,2
1.2108,-0.275093538,1.294337303,0
-0.5789,-0.275093538,-0.889376325,2
1.6793,-1.000080533,2.022241846,0
1.2149,0.449893458,1.294337303,0
1.433,1.174880454,0.56643276,0
0.2825,1.174880454,0.56643276,0
-0.5512,-0.275093538,-0.889376325,2
0.4308,0.449893458,0.56643276,0
-1.2098,-0.275093538,-0.889376325,2
1.5402,-0.275093538,1.294337303,0
-0.3431,1.174880454,-0.161471782,2
1.0326,1.174880454,1.294337303,0
-1.1012,-1.000080533,-0.889376325,2
-0.1908,-0.275093538,0.56643276,0
-0.1277,-1.000080533,-0.889376325,2
0.3714,-0.275093538,-0.889376325,2
-1.0525,-0.275093538,-0.889376325,2
-0.3421,-1.000080533,0.56643276,0
0.3538,-0.275093538,0.56643276,0
0.4895,3.34984144,0.56643276,0
-0.387,-0.275093538,-0.889376325,2
-1.3419,1.174880454,-0.889376325,2
0.2484,0.449893458,1.294337303,0
-0.101,0.449893458,0.56643276,0
-8.0,-1.000080533,-1.617280868,1
-0.9782,-1.725067529,-0.161471782,2
1.0925,1.174880454,0.56643276,0
1.2635,-1.000080533,2.022241846,0
0.2531,-1.000080533,0.56643276,0
-0.2606,-0.275093538,-0.889376325,2
-1.1012,-0.275093538,-0.889376325,2
1.412,0.449893458,2.022241846,0
0.0506,1.174880454,-0.161471782,2
0.4784,0.449893458,0.56643276,0
-0.4046,-0.275093538,-0.889376325,2
1.1654,0.449893458,2.022241846,0
-0.7409,-0.275093538,-0.889376325,2
-0.2295,0.449893458,-0.889376325,2
-1.245,-1.000080533,-0.889376325,2
0.3581,-0.275093538,-0.161471782,2
-0.0663,-0.275093538,0.56643276,0
-0.7553,1.174880454,-0.889376325,2
0.8218,-0.275093538,1.294337303,0
-0.6714,-0.275093538,-0.889376325,2
0.6618,-0.275093538,1.294337303,0
-0.0102,-0.275093538,-0.889376325,2
0.5987,1.174880454,-0.161471782,0
0.0331,1.174880454,-0.161471782,2
0.511,-1.000080533,-0.161471782,0
-8.0,0.449893458,-0.161471782,1
1.479,-0.275093538,2.022241846,0
0.0397,0.449893458,0.56643276,0
0.1703,-0.275093538,0.56643276,0
2.5668,1.899867449,2.022241846,0
0.8268,0.449893458,1.294337303,0
0.8071,0.449893458,2.022241846,0
1.48,-1.000080533,1.294337303,0
2.2037,0.449893458,2.022241846,0
1.152,-0.275093538,1.294337303,0
2.3867,0.449893458,2.022241846,0
-0.071,-1.000080533,-0.889376325,2
-0.8879,-0.275093538,-0.889376325,2
0.8485,-0.275093538,0.56643276,0
-1.0112,-0.275093538,-0.161471782,2
1.4985,4.799815432,2.022241846,0
0.726,-1.000080533,-0.889376325,2
-0.7197,-1.000080533,-0.889376325,2
-0.3394,0.449893458,-0.889376325,2
-0.2562,0.449893458,-0.889376325,2
0.7014,0.449893458,0.56643276,0
0.1548,-0.275093538,-0.889376325,2
1.0178,-1.000080533,0.56643276,0
-0.8411,0.449893458,-0.161471782,2
1.2816,-0.275093538,0.56643276,0
-1.2698,2.624854445,-1.617280868,2
1.1594,0.449893458,0.56643276,0
0.4344,1.174880454,1.294337303,0
0.6889,0.449893458,1.294337303,0
0.4518,-1.000080533,-0.889376325,2
0.45,-0.275093538,0.56643276,0
1.2962,-1.000080533,0.56643276,0
1.0087,-1.000080533,0.56643276,0
0.9062,-0.275093538,-0.161471782,0
0.4005,-0.275093538,-0.161471782,2
-0.874,-1.000080533,-0.889376325,2
0.8812,-1.000080533,1.294337303,0
-0.8455,-1.725067529,-0.889376325,2
-0.6755,1.174880454,-0.161471782,2
-0.1739,-0.275093538,0.56643276,0
1.6251,-1.000080533,1.294337303,0
-0.0996,-1.000080533,0.56643276,0
-0.0903,-0.275093538,-0.161471782,2
2.5668,-0.275093538,2.022241846,0
-1.0449,-1.000080533,-1.617280868,2
-0.4525,-0.275093538,-0.161471782,2
0.1542,1.899867449,-0.161471782,2
-0.2355,-1.000080533,-0.889376325,2
-0.1915,-0.275093538,-0.889376325,2
-1.0556,1.899867449,-1.617280868,2
-0.4438,-0.275093538,-0.889376325,2
-0.0922,-0.275093538,-0.161471782,2
0.8026,-1.000080533,1.294337303,0
0.6546,0.449893458,-0.161471782,0
0.0745,0.449893458,-0.161471782,2
1.0829,-0.275093538,1.294337303,0
0.1339,-1.000080533,2.022241846,0
-0.6954,-1.000080533,-0.889376325,2
-0.5408,-1.000080533,-0.889376325,2
-8.0,-0.275093538,-0.889376325,1
0.2008,-1.000080533,-0.161471782,2
-0.0197,-1.000080533,-0.889376325,2
0.5794,-1.725067529,-0.161471782,0
0.0337,0.449893458,0.56643276,0
1.7061,1.174880454,1.294337303,0
1.3397,-0.275093538,0.56643276,0
-1.2803,-1.000080533,-0.889376325,2
1.5454,-0.275093538,1.294337303,0
-8.0,-1.000080533,1.294337303,1
-8.0,0.449893458,-0.161471782,1
-0.1239,-0.275093538,-0.161471782,2
-0.7751,-1.725067529,-0.889376325,2
0.4501,0.449893458,1.294337303,0
-0.5493,-0.275093538,-0.161471782,2
0.1505,0.449893458,-0.161471782,2
-8.0,-1.000080533,-0.889376325,1
-0.0522,-0.275093538,0.56643276,0
-0.0262,0.449893458,1.294337303,0
-0.9438,1.174880454,-1.617280868,2
1.3314,0.449893458,0.56643276,0
-0.428,-1.000080533,-0.889376325,2
-1.0283,0.449893458,-1.617280868,2
-1.0215,0.449893458,-1.617280868,2
-0.3394,0.449893458,-0.889376325,2
-1.0157,-0.275093538,-0.889376325,2
-0.8696,1.899867449,-0.161471782,2
1.6014,-1.000080533,2.022241846,0
-0.7751,-1.000080533,-0.889376325,2
-0.7928,0.449893458,-0.889376325,2
-1.3743,-0.275093538,-1.617280868,2
-8.0,-1.000080533,0.56643276,1
0.3202,-0.275093538,0.56643276,0
0.2282,0.449893458,-0.161471782,2
-0.4089,0.449893458,-0.161471782,2
1.1115,-0.275093538,2.022241846,0
1.1049,-0.275093538,1.294337303,0
0.1463,0.449893458,-0.161471782,2
-0.6461,-0.275093538,-0.889376325,2
1.1903,0.449893458,0.56643276,0
-0.8455,-1.000080533,-0.889376325,2
1.8857,-1.000080533,2.022241846,0
-1.2803,0.449893458,-0.889376325,2
-0.7426,-0.275093538,-0.889376325,2
-0.3755,-0.275093538,-0.889376325,2
-0.3053,-0.275093538,-0.889376325,2
0.6354,-1.000080533,1.294337303,0
-0.791,-1.000080533,-0.889376325,2
-0.6714,-1.725067529,-0.889376325,2
0.2416,-0.275093538,0.56643276,0
-1.1636,0.449893458,-1.617280868,2
-1.3048,1.899867449,-0.889376325,2
-1.245,-0.275093538,-0.889376325,2
-1.3419,2.624854445,-0.889376325,2
-8.0,0.449893458,1.294337303,1
0.7605,-0.275093538,1.294337303,0
-0.0698,-1.000080533,-0.889376325,2
1.4717,-0.275093538,2.022241846,0
1.3683,-0.275093538,1.294337303,0
1.1363,0.449893458,1.294337303,0
-0.3841,-0.275093538,-0.889376325,2
0.4073,-1.000080533,0.56643276,0
-1.1008,0.449893458,-1.617280868,2
-0.1484,0.449893458,-0.161471782,2
-1.1012,-1.000080533,-0.889376325,2
1.5623,1.899867449,1.294337303,0
-0.1505,-0.275093538,-0.889376325,2
-1.46,-0.275093538,-0.889376325,2
0.1295,-1.000080533,0.56643276,0
2.0492,-0.275093538,2.022241846,0
-0.4813,-0.275093538,-0.889376325,2
-0.4638,-0.275093538,-0.889376325,2
-0.1784,0.449893458,-0.161471782,2
0.1845,0.449893458,0.56643276,0
-0.8725,0.449893458,-0.889376325,2
-1.429,-0.275093538,-1.617280868,2
0.3009,0.449893458,-0.889376325,2
-0.0996,0.449893458,0.56643276,0
-0.2917,0.449893458,-0.889376325,2
0.2592,0.449893458,-0.161471782,2
-0.6665,-1.725067529,-0.889376325,2
-0.5934,-0.275093538,-0.889376325,2
