X1PAREDU X1SES
-0.889250727 -0.8914
0.568139554 0.6725
-0.889250727 -0.43
-0.160555586 -0.0817
0.568139554 0.1751
-0.889250727 -0.3755
1.296834694 0.494
1.296834694 1.6709
-0.889250727 -0.43
0.568139554 0.2028
-0.160555586 0.1538
-1.617945867 -1.2698
2.025529834 1.5335
-0.889250727 -0.4907
0.568139554 0.6538
-0.889250727 -0.8993
